Name,Row,Column,Label
DB060507NWA6AB-2F.JPG,119,940,AGL
DB060507NWA6AB-2F.JPG,135,952,AGL
DB060507NWA6AB-2F.JPG,157,968,AGL
DB060507NWA6AB-2F.JPG,168,909,AGL
DB060507NWA6AB-2F.JPG,171,972,AGL
DB060507NWA6AB-2F.JPG,186,914,AGL
DB060507NWA6AB-2F.JPG,170,973,AGL
DB060507NWA6AB-2F.JPG,145,900,AGL
DB060507NWA6AB-2F.JPG,136,923,AGL
DB060507NWA6AB-2F.JPG,171,955,AGL
DB060507NWA6AB-2F.JPG,149,919,AGL
DB060507NWA6AB-2F.JPG,117,944,AGL
DB060507NWA6AB-2F.JPG,191,929,AGL
DB060507NWA6AB-2F.JPG,186,902,AGL
DB060507NWA6AB-2F.JPG,195,946,AGL
DB060507NWA6AB-2F.JPG,173,885,AGL
DB060507NWA6AB-2F.JPG,134,946,AGL
DB060507NWA6AB-2F.JPG,195,948,AGL
DB060507NWA6AB-2F.JPG,181,950,AGL
DB060507NWA6AB-2F.JPG,187,900,AGL
DB060507NWA6AB-2F.JPG,127,916,AGL
DB060507NWA6AB-2F.JPG,188,948,AGL
DB060507NWA6AB-2F.JPG,154,922,AGL
DB060507NWA6AB-2F.JPG,162,905,AGL
DB060507NWA6AB-2F.JPG,165,928,AGL
DB060507NWA6AB-2F.JPG,201,933,AGL
DB060507NWA6AB-2F.JPG,135,895,AGL
DB060507NWA6AB-2F.JPG,190,956,AGL
DB060507NWA6AB-2F.JPG,114,944,AGL
DB060507NWA6AB-2F.JPG,182,967,AGL
DB060507NWA6AB-2F.JPG,159,964,AGL
DB060507NWA6AB-2F.JPG,147,942,AGL
DB060507NWA6AB-2F.JPG,142,890,AGL
DB060507NWA6AB-2F.JPG,180,888,AGL
DB060507NWA6AB-2F.JPG,199,949,AGL
DB060507NWA6AB-2F.JPG,164,915,AGL
DB060507NWA6AB-2F.JPG,204,953,AGL
DB060507NWA6AB-2F.JPG,204,965,AGL
DB060507NWA6AB-2F.JPG,143,925,AGL
DB060507NWA6AB-2F.JPG,143,906,AGL
DB060507NWA6AB-2F.JPG,142,933,AGL
DB060507NWA6AB-2F.JPG,166,970,AGL
DB060507NWA6AB-2F.JPG,144,952,AGL
DB060507NWA6AB-2F.JPG,181,920,AGL
DB060507NWA6AB-2F.JPG,151,888,AGL
DB060507NWA6AB-2F.JPG,116,922,AGL
DB060507NWA6AB-2F.JPG,161,906,AGL
DB060507NWA6AB-2F.JPG,200,930,AGL
DB060507NWA6AB-2F.JPG,160,891,AGL
DB060507NWA6AB-2F.JPG,149,915,AGL
DB060507NWA6AB-2F.JPG,140,939,AGL
DB060507NWA6AB-2F.JPG,194,946,AGL
DB060507NWA6AB-2F.JPG,197,944,AGL
DB060507NWA6AB-2F.JPG,115,937,AGL
DB060507NWA6AB-2F.JPG,154,955,AGL
DB060507NWA6AB-2F.JPG,145,934,AGL
DB060507NWA6AB-2F.JPG,186,948,AGL
DB060507NWA6AB-2F.JPG,144,949,AGL
DB060507NWA6AB-2F.JPG,136,916,AGL
DB060507NWA6AB-2F.JPG,173,906,AGL
DB060507NWA6AB-2F.JPG,203,952,AGL
DB060507NWA6AB-2F.JPG,194,963,AGL
DB060507NWA6AB-2F.JPG,160,910,AGL
DB060507NWA6AB-2F.JPG,119,935,AGL
DB060507NWA6AB-2F.JPG,147,969,AGL
DB060507NWA6AB-2F.JPG,161,945,AGL
DB060507NWA6AB-2F.JPG,136,900,AGL
DB060507NWA6AB-2F.JPG,188,912,AGL
DB060507NWA6AB-2F.JPG,179,959,AGL
DB060507NWA6AB-2F.JPG,142,951,AGL
DB060507NWA6AB-2F.JPG,120,950,AGL
DB060507NWA6AB-2F.JPG,157,888,AGL
DB060507NWA6AB-2F.JPG,127,949,AGL
DB060507NWA6AB-2F.JPG,148,958,AGL
DB060507NWA6AB-2F.JPG,132,921,AGL
DB060507NWA6AB-2F.JPG,122,930,AGL
DB060507NWA6AB-2F.JPG,175,950,AGL
DB060507NWA6AB-2F.JPG,172,964,AGL
DB060507NWA6AB-2F.JPG,177,947,AGL
DB060507NWA6AB-2F.JPG,188,918,AGL
DB060507NWA6AB-2F.JPG,164,965,AGL
DB060507NWA6AB-2F.JPG,169,974,AGL
DB060507NWA6AB-2F.JPG,147,917,AGL
DB060507NWA6AB-2F.JPG,144,914,AGL
DB060507NWA6AB-2F.JPG,124,929,AGL
DB060507NWA6AB-2F.JPG,181,921,AGL
DB060507NWA6AB-2F.JPG,170,964,AGL
DB060507NWA6AB-2F.JPG,146,946,AGL
DB060507NWA6AB-2F.JPG,156,910,AGL
DB060507NWA6AB-2F.JPG,131,944,AGL
DB060507NWA6AB-2F.JPG,174,930,AGL
DB060507NWA6AB-2F.JPG,179,884,AGL
DB060507NWA6AB-2F.JPG,153,936,AGL
DB060507NWA6AB-2F.JPG,160,953,AGL
DB060507NWA6AB-2F.JPG,128,952,AGL
DB060507NWA6AB-2F.JPG,130,949,AGL
DB060507NWA6AB-2F.JPG,129,932,AGL
DB060507NWA6AB-2F.JPG,127,943,AGL
DB060507NWA6AB-2F.JPG,167,892,AGL
DB060507NWA6AB-2F.JPG,116,914,AGL
DB060507NWA6AB-2F.JPG,149,909,AGL
DB060507NWA6AB-2F.JPG,163,936,AGL
DB060507NWA6AB-2F.JPG,155,903,AGL
DB060507NWA6AB-2F.JPG,135,933,AGL
DB060507NWA6AB-2F.JPG,173,960,AGL
DB060507NWA6AB-2F.JPG,454,777,AST
DB060507NWA6AB-2F.JPG,423,706,AST
DB060507NWA6AB-2F.JPG,400,735,AST
DB060507NWA6AB-2F.JPG,350,754,AST
DB060507NWA6AB-2F.JPG,356,726,AST
DB060507NWA6AB-2F.JPG,408,730,AST
DB060507NWA6AB-2F.JPG,364,727,AST
DB060507NWA6AB-2F.JPG,354,731,AST
DB060507NWA6AB-2F.JPG,286,677,AST
DB060507NWA6AB-2F.JPG,456,801,AST
DB060507NWA6AB-2F.JPG,340,649,AST
DB060507NWA6AB-2F.JPG,383,800,AST
DB060507NWA6AB-2F.JPG,429,786,AST
DB060507NWA6AB-2F.JPG,274,699,AST
DB060507NWA6AB-2F.JPG,292,643,AST
DB060507NWA6AB-2F.JPG,362,811,AST
DB060507NWA6AB-2F.JPG,392,786,AST
DB060507NWA6AB-2F.JPG,253,705,AST
DB060507NWA6AB-2F.JPG,436,742,AST
DB060507NWA6AB-2F.JPG,383,784,AST
DB060507NWA6AB-2F.JPG,415,786,AST
DB060507NWA6AB-2F.JPG,387,797,AST
DB060507NWA6AB-2F.JPG,357,778,AST
DB060507NWA6AB-2F.JPG,334,695,AST
DB060507NWA6AB-2F.JPG,292,769,AST
DB060507NWA6AB-2F.JPG,310,769,AST
DB060507NWA6AB-2F.JPG,300,789,AST
DB060507NWA6AB-2F.JPG,349,675,AST
DB060507NWA6AB-2F.JPG,357,680,AST
DB060507NWA6AB-2F.JPG,355,772,AST
DB060507NWA6AB-2F.JPG,277,659,AST
DB060507NWA6AB-2F.JPG,445,707,AST
DB060507NWA6AB-2F.JPG,404,735,AST
DB060507NWA6AB-2F.JPG,266,683,AST
DB060507NWA6AB-2F.JPG,415,711,AST
DB060507NWA6AB-2F.JPG,376,803,AST
DB060507NWA6AB-2F.JPG,437,748,AST
DB060507NWA6AB-2F.JPG,400,731,AST
DB060507NWA6AB-2F.JPG,422,817,AST
DB060507NWA6AB-2F.JPG,382,695,AST
DB060507NWA6AB-2F.JPG,294,680,AST
DB060507NWA6AB-2F.JPG,297,747,AST
DB060507NWA6AB-2F.JPG,451,726,AST
DB060507NWA6AB-2F.JPG,279,702,AST
DB060507NWA6AB-2F.JPG,399,744,AST
DB060507NWA6AB-2F.JPG,450,720,AST
DB060507NWA6AB-2F.JPG,274,747,AST
DB060507NWA6AB-2F.JPG,303,674,AST
DB060507NWA6AB-2F.JPG,372,746,AST
DB060507NWA6AB-2F.JPG,309,713,AST
DB060507NWA6AB-2F.JPG,409,806,AST
DB060507NWA6AB-2F.JPG,300,676,AST
DB060507NWA6AB-2F.JPG,323,708,AST
DB060507NWA6AB-2F.JPG,407,813,AST
DB060507NWA6AB-2F.JPG,360,759,AST
DB060507NWA6AB-2F.JPG,333,748,AST
DB060507NWA6AB-2F.JPG,365,810,AST
DB060507NWA6AB-2F.JPG,350,806,AST
DB060507NWA6AB-2F.JPG,412,736,AST
DB060507NWA6AB-2F.JPG,483,734,AST
DB060507NWA6AB-2F.JPG,338,649,AST
DB060507NWA6AB-2F.JPG,462,742,AST
DB060507NWA6AB-2F.JPG,264,744,AST
