Name,Row,Column,Label
DB060507NWA6AB-2F.JPG,425,2209,UOS
DB060507NWA6AB-2F.JPG,1846,1218,UOS
DB060507NWA6AB-2F.JPG,1626,1698,UOS
DB060507NWA6AB-2F.JPG,37,757,UOS
DB060507NWA6AB-2F.JPG,1663,1017,UOS
DB060507NWA6AB-2F.JPG,1358,136,UOS
DB060507NWA6AB-2F.JPG,494,710,UOS
DB060507NWA6AB-2F.JPG,717,297,UOS
DB060507NWA6AB-2F.JPG,894,969,UOS
DB060507NWA6AB-2F.JPG,1347,2106,UOS
DB060507NWA6AB-2F.JPG,1221,1839,UOS
DB060507NWA6AB-2F.JPG,1638,1929,UOS
DB060507NWA6AB-2F.JPG,1149,282,UOS
DB060507NWA6AB-2F.JPG,825,917,UOS
DB060507NWA6AB-2F.JPG,517,557,UOS
DB060507NWA6AB-2F.JPG,1881,875,UOS
DB060507NWA6AB-2F.JPG,1991,1173,UOS
DB060507NWA6AB-2F.JPG,654,1478,UOS
DB060507NWA6AB-2F.JPG,1521,335,UOS
DB060507NWA6AB-2F.JPG,1938,1949,UOS
DB060507NWA6AB-2F.JPG,131,1339,UOS
DB060507NWA6AB-2F.JPG,1393,550,UOS
DB060507NWA6AB-2F.JPG,1167,289,UOS
DB060507NWA6AB-2F.JPG,304,277,UOS
DB060507NWA6AB-2F.JPG,279,286,UOS
DB060507NWA6AB-2F.JPG,1855,2018,UOS
DB060507NWA6AB-2F.JPG,847,922,UOS
DB060507NWA6AB-2F.JPG,1179,1475,UOS
DB060507NWA6AB-2F.JPG,1500,482,UOS
DB060507NWA6AB-2F.JPG,1369,638,UOS
DB060507NWA6AB-2F.JPG,1756,343,UOS
DB060507NWA6AB-2F.JPG,809,1128,UOS
DB060507NWA6AB-2F.JPG,1512,1008,UOS
DB060507NWA6AB-2F.JPG,1681,474,UOS
DB060507NWA6AB-2F.JPG,636,962,UOS
DB060507NWA6AB-2F.JPG,1330,607,UOS
DB060507NWA6AB-2F.JPG,1130,211,UOS
DB060507NWA6AB-2F.JPG,552,287,UOS
DB060507NWA6AB-2F.JPG,531,1626,UOS
DB060507NWA6AB-2F.JPG,840,1112,UOS
DB060507NWA6AB-2F.JPG,168,2124,UOS
DB060507NWA6AB-2F.JPG,1111,2164,UOS
DB060507NWA6AB-2F.JPG,1803,767,UOS
DB060507NWA6AB-2F.JPG,894,769,UOS
DB060507NWA6AB-2F.JPG,97,821,UOS
DB060507NWA6AB-2F.JPG,159,2135,UOS
DB060507NWA6AB-2F.JPG,1109,2254,UOS
DB060507NWA6AB-2F.JPG,1953,1633,UOS
DB060507NWA6AB-2F.JPG,1781,2117,UOS
DB060507NWA6AB-2F.JPG,1604,434,UOS
DB060507NWA6AB-2F.JPG,1471,1728,UOS
DB060507NWA6AB-2F.JPG,937,1753,UOS
DB060507NWA6AB-2F.JPG,710,696,UOS
DB060507NWA6AB-2F.JPG,693,1965,UOS
DB060507NWA6AB-2F.JPG,297,1972,UOS
DB060507NWA6AB-2F.JPG,538,2089,UOS
DB060507NWA6AB-2F.JPG,291,1150,UOS
DB060507NWA6AB-2F.JPG,199,1259,UOS
DB060507NWA6AB-2F.JPG,1386,2086,UOS
DB060507NWA6AB-2F.JPG,1356,1468,UOS
DB060507NWA6AB-2F.JPG,724,684,UOS
DB060507NWA6AB-2F.JPG,540,729,UOS
DB060507NWA6AB-2F.JPG,497,2097,UOS
DB060507NWA6AB-2F.JPG,222,775,UOS
DB060507NWA6AB-2F.JPG,1575,774,UOS
DB060507NWA6AB-2F.JPG,1139,581,UOS
DB060507NWA6AB-2F.JPG,1809,1565,UOS
DB060507NWA6AB-2F.JPG,1632,1316,UOS
DB060507NWA6AB-2F.JPG,242,1435,UOS
DB060507NWA6AB-2F.JPG,802,319,UOS
DB060507NWA6AB-2F.JPG,1154,893,UOS
DB060507NWA6AB-2F.JPG,1628,1404,UOS
DB060507NWA6AB-2F.JPG,578,1065,UOS
DB060507NWA6AB-2F.JPG,976,1053,UOS
DB060507NWA6AB-2F.JPG,1138,1341,UOS
DB060507NWA6AB-2F.JPG,1238,1825,UOS
DB060507NWA6AB-2F.JPG,1657,693,UOS
DB060507NWA6AB-2F.JPG,1115,2183,UOS
DB060507NWA6AB-2F.JPG,723,948,UOS
DB060507NWA6AB-2F.JPG,1777,1405,UOS
DB060507NWA6AB-2F.JPG,1480,669,UOS
DB060507NWA6AB-2F.JPG,1232,2006,UOS
DB060507NWA6AB-2F.JPG,566,1343,UOS
DB060507NWA6AB-2F.JPG,1171,1900,UOS
DB060507NWA6AB-2F.JPG,774,278,UOS
DB060507NWA6AB-2F.JPG,766,2089,UOS
